win,champion name,champion primary type,champion secondary type,position,rel_goldEarned,rel_magicDamageDealt,rel_physicalDamageDealt,rel_totalDamageDealt,rel_totalDamageTaken,rel_totalHeal,rel_totalMinionsKilled,rel_visionScore,rel_wardsPlaced,rel_neutralMinionsKilled
True,Zac,Tank,Fighter,jg,0.1863749114103473,0.2286463824873224,0.1086906474820144,0.19829650505880544,0.3142100856224509,0.5541769547325103,0.051575931232091685,0.22033898305084745,0.18888888888888888,0.7090909090909091
True,Sion,Tank,Fighter,top,0.2073529411764706,0.1843927298287895,0.2237218225419665,0.19275139951723075,0.28743393746229823,0.2826954732510288,0.2621776504297994,0.13559322033898305,0.16666666666666666,0.0
True,Azir,Mage,Marksman,mid,0.2478561304039688,0.4235878897424311,0.04574100719424461,0.2861146063376303,0.12394997704129865,0.031234567901234567,0.3452722063037249,0.12994350282485875,0.12222222222222222,0.09696969696969696
True,Tristana,Marksman,Assassin,adc,0.21468816442239547,0.13830647185821154,0.6096450839328538,0.30137768989779673,0.13256624260594765,0.09724279835390946,0.330945558739255,0.1864406779661017,0.17777777777777778,0.19393939393939394
True,Thresh,Support,Fighter,sup,0.14372785258681786,0.025066526083245468,0.012201438848920864,0.0214597991885368,0.14183975726800455,0.034650205761316874,0.01002865329512894,0.327683615819209,0.34444444444444444,0.0
False,Tahm Kench,Support,Tank,sup,0.1493955686449094,0.03558279800930593,0.03518845096993807,0.05293784005209756,0.1778980683530378,0.15165921541464644,0.08108108108108109,375.0,0.3619047619047619,0.0
False,Swain,Mage,Fighter,top,0.2280401356117941,0.4283622396044121,0.07695003597886754,0.2820648558564236,0.2750464376539617,0.3108431458976135,0.3074324324324325,0.13,0.14285714285714285,0.05319148936170213
False,Kha'Zix,Assassin,Fighter,jg,0.1927331255778912,0.020500518767614183,0.4768187970008911,0.20447870932504253,0.2773822715785613,0.40375291228512056,0.020270270270270268,295.0,0.26666666666666666,0.6914893617021277
False,Varus,Marksman,Mage,adc,0.21244135474812506,0.10371673080743787,0.3534243306625704,0.19918212437591468,0.1201001299457098,0.11891568541023866,0.28716216216216217,0.08,0.09523809523809523,0.14361702127659576
False,Azir,Mage,Marksman,top,0.21738981541728025,0.4118377128112299,0.057618385387732875,0.2613364703905216,0.14957309246872932,0.014829040992380832,0.3040540540540541,0.12,0.13333333333333333,0.11170212765957446
True,Braum,Support,Tank,sup,0.142123431843058,0.02700303383122828,0.01673086008173572,0.1508221433413758,0.13043995951658033,0.0805640077163256,0.05675954592363261,0.33905579399141633,0.3238095238095238,0.0
True,Sejuani,Tank,Fighter,jg,0.17866464595436554,0.14529756159617688,0.1404402011003996,0.10862229408519973,0.26526314222777875,0.1465902989081797,0.04850361197110424,0.2017167381974249,0.1619047619047619,0.6611111111111111
True,Gangplank,Fighter,,top,0.2043024332743959,0.03678209237559772,0.43528705493539743,0.2001372695156408,0.22405042567125089,0.17262295407990771,0.2755417956656347,0.13304721030042918,0.17142857142857146,0.07222222222222223
True,Tristana,Marksman,Assassin,adc,0.2549746007689933,0.2789050551869664,0.3702595036855341,0.2424617561234415,0.1312436744656784,0.11787283972714435,0.3271413828689371,0.1888412017167382,0.14285714285714285,0.2277777777777777
True,Vladimir,Mage,Tank,mid,0.2199348881591872,0.5120122570100307,0.03728238019693315,0.2979565369343422,0.2490027981187117,0.4823498995684426,0.29205366357069146,0.13733905579399142,0.2,0.03888888888888889
False,Braum,Support,Tank,sup,0.13988624689935106,0.029618269131411364,0.020430107526881718,0.03684674254920242,0.1871081595690336,0.09162966344358216,0.05410122164048865,0.3071428571428572,0.2777777777777778,0.0
False,Rumble,Fighter,Mage,mid,0.2081130515396757,0.5007477987523997,0.06776291633884081,0.27571793006649115,0.2024799145497609,0.12018093538614764,0.2931937172774869,0.18571428571428567,0.24444444444444444,0.08888888888888889
False,Sion,Tank,Fighter,mid,0.2267294730775977,0.2969712790893715,0.17825858903750327,0.22690739393691026,0.2398458180467189,0.3832427273104536,0.3106457242582897,0.17857142857142858,0.15555555555555556,0.0
False,Jax,Fighter,Assassin,jg,0.22184360201448225,0.1287736644314282,0.2692210857592447,0.20654768612906865,0.1987182464124832,0.2272067062289912,0.041884816753926704,0.2357142857142857,0.2,0.8555555555555555
False,Caitlyn,Marksman,,adc,0.20342762646889329,0.04388898859538922,0.4643273013375295,0.2539802473183276,0.17184786142200342,0.17773996763082542,0.30017452006980805,0.09285714285714286,0.12222222222222222,0.05555555555555555
True,Kog'Maw,Marksman,Mage,adc,0.23452763137564595,0.357022992536192,0.28268534955890123,0.2908729697046619,0.17447778952934956,0.2358984689766317,0.3112676056338028,0.1,0.0875,0.21301775147928995
True,Olaf,Fighter,Tank,jg,0.21892221325687994,0.17791038421078995,0.3098966026587888,0.28607465070282506,0.2783910629296669,0.4298952457695407,0.06619718309859154,0.23125,275.0,0.7278106508875741
True,Poppy,Tank,Fighter,mid,0.20970317086988616,0.10503180884636576,0.2471562343311696,0.1914814853987964,0.16051912568306012,0.04900282030620468,0.3014084507042253,0.13125,125.0,0.059171597633136085
True,Tahm Kench,Support,Tank,sup,0.15524730038283918,0.1148938035365426,0.022785359044895856,0.0642537573905042,0.22600475938656794,0.26248992747784045,0.07183098591549296,0.35625,0.3625,0.0
True,Ornn,Tank,Fighter,mid,0.18159968411474875,0.2451410108701097,0.1374764544062445,0.1673171368032125,0.16060726247135554,0.02271353746978244,0.2492957746478873,0.18125,0.15,0.0
False,Galio,Tank,Mage,mid,0.1818838675775092,0.3028745473930092,0.009872956923020352,0.17911442288076015,0.2145132503445316,0.04614100326326175,0.25775978407557354,0.1339712918660287,0.14285714285714285,0.047619047619047616
False,Thresh,Support,Fighter,sup,0.14784222280609566,0.02270223230984145,0.018444227905351992,0.02178057683303955,0.16786028963242436,0.03714806101540563,0.014844804318488529,0.3588516746411483,0.4196428571428572,0.0
False,Jax,Fighter,Assassin,jg,0.19267275354703106,0.07603288541250533,0.4054347226563218,0.22567407509602386,0.20823260962880968,0.32173484101085226,0.07557354925775979,0.10047846889952153,0.08035714285714286,0.6726190476190477
False,Caitlyn,Marksman,,adc,0.2064174986862848,0.11404551133457674,0.5395635307311871,0.2828187354056192,0.18834391402902348,0.20224633831676408,0.3265856950067476,0.11483253588516748,0.07142857142857142,0.05952380952380953
False,Cassiopeia,Mage,,top,0.27118365738307937,0.4843448235500673,0.026684561784118696,0.2906121897845572,0.22104993636521086,0.3927297563937163,0.3252361673414305,0.29186602870813394,0.2857142857142857,0.2202380952380953
True,Gangplank,Fighter,,mid,0.23443405335319595,0.06264631925778201,0.4518668877219746,0.3651791654165743,0.22444434460582646,0.2253285151116952,0.3146198830409357,0.1590909090909091,0.12121212121212124,0.09042553191489362
True,Braum,Support,Tank,sup,0.15794918480509804,0.06291882919820144,0.018996677866522097,0.05280390289717066,0.19348938109327565,0.1409329829172142,0.08888888888888889,0.3727272727272728,0.5050505050505051,0.0
True,Varus,Marksman,Mage,adc,0.2387100333802312,0.3052978409780629,0.2207469442045476,0.2280168534196005,0.10503379180652987,0.08350854139290408,0.3169590643274854,0.2636363636363636,0.1717171717171717,0.11702127659574467
True,Sion,Tank,Fighter,top,0.1889293497751662,0.5277898205150438,0.06461927846034557,0.15347735188332098,0.2109083674032617,0.21379763469119573,0.2350877192982456,0.1,0.1717171717171717,0.0
True,Kayn,Fighter,Assassin,jg,0.1799773786863086,0.04134719005090981,0.2437702117466101,0.20052272638333346,0.2661241150911063,0.3364323258869908,0.04444444444444445,0.10454545454545454,0.030303030303030307,0.7925531914893617
False,Kassadin,Assassin,Mage,sup,0.2002619944326183,0.27409865345217044,0.08194672351127946,0.15770756034910094,0.2305960905163298,0.14738405677504535,0.2388392857142857,0.14285714285714285,0.14545454545454545,0.0
False,Shen,Tank,,sup,0.17180284918945474,0.01547917140905987,0.05873602527336023,0.06144942993195235,0.12483760838696033,0.1977223964350553,0.08035714285714286,0.3376623376623377,0.2909090909090909,0.0
False,Lee Sin,Fighter,Assassin,sup,0.21061077452104146,0.06596158223747571,0.3544481420706366,0.21892791155307867,0.19104806791745974,0.4779666611652088,0.04017857142857143,0.2857142857142857,0.2909090909090909,0.9384615384615383
False,Caitlyn,Marksman,,sup,0.21018503356803667,0.022141869057416518,0.4716134770806815,0.25003004311186555,0.18381219976434326,0.17692688562469056,0.33035714285714285,0.11688311688311688,0.12727272727272726,0.061538461538461535
False,Singed,Tank,Fighter,sup,0.20713934828884886,0.6223187238438775,0.0332556320640422,0.3118850550540025,0.2697060334149068,0.0,0.31026785714285715,0.11688311688311688,0.14545454545454545,0.0
True,Ezreal,Marksman,Mage,sup,0.226941391528063,0.08316862539263366,0.2664433534419223,0.1950004845936496,0.15640515607624478,0.02049035227473889,0.2940038684719536,0.08527131782945736,0.10256410256410256,0.027210884353741496
True,Cassiopeia,Mage,,sup,0.19855114982735664,0.7244306299361124,0.04024707437578234,0.2451621400649604,0.1634689178818112,0.22269428217383608,0.3288201160541586,0.17054263565891473,0.1282051282051282,0.08843537414965986
True,Olaf,Fighter,Tank,sup,0.2170115772607253,0.14449738790975372,0.3156242566516275,0.291273089644855,0.3000610835278087,0.27677465038059834,0.04448742746615087,0.29457364341085274,0.2564102564102564,0.8299319727891157
True,Nami,Support,Mage,sup,0.13642210737740065,0.03808649012162417,0.027846561197312443,0.03018148653450928,0.1046564443121838,0.3034165338998053,0.013539651837524178,0.2558139534883721,0.2564102564102564,0.0
True,Fiora,Fighter,Assassin,sup,0.2210737740064544,0.009816866639875998,0.34983875433335543,0.23838279916202576,0.2754083982019516,0.17662418127102142,0.3191489361702128,0.1937984496124031,0.2564102564102564,0.05442176870748298
False,Olaf,Fighter,Tank,jg,0.20531292210715893,0.08511835992891167,0.4021843613776805,0.20742604870513032,0.3110964332892999,0.3547284060552093,0.027428571428571427,0.18222222222222226,0.1953125,0.8938547486033519
False,Singed,Tank,Fighter,top,0.1924892023946504,0.3584706894656849,0.02465070975777221,0.16406099580268782,0.2257029628231741,0.08787177203918077,0.2765714285714286,0.10666666666666667,0.1171875,0.00558659217877095
False,Sivir,Marksman,,adc,0.2309603615321761,0.06495254076454804,0.4965781531927124,0.2111250291637314,0.1389884883940366,0.1739626001780944,0.3062857142857143,0.1511111111111111,0.1171875,0.0893854748603352
False,Katarina,Assassin,Mage,mid,0.2230226624643554,0.4679204518344381,0.05456751880179475,0.2190032006487373,0.18091014477125064,0.2824220837043633,0.31542857142857145,0.1955555555555556,0.2578125,0.0111731843575419
False,Braum,Support,Tank,sup,0.14821485150165925,0.02353795800641725,0.022019256870040086,0.1983847256797132,0.1433019707222387,0.10101513802315228,0.07428571428571429,0.3644444444444445,0.3125,0.0
True,Jax,Fighter,Assassin,jg,0.188638927599708,0.2380680863125353,0.1771555668091914,0.17460524598721128,0.2434150930248763,0.2845535905189529,0.06964656964656965,0.1953125,0.18181818181818185,0.7239819004524887
True,Gangplank,Fighter,,top,0.2462538987324972,0.03426398030381432,0.4439420271506753,0.2827840305329539,0.2559664831719044,0.2632029078469104,0.32744282744282743,0.26171875,0.2727272727272727,0.022624434389140267
True,Rakan,Support,,sup,0.1377530028535404,0.034909973006733486,0.015143493448273876,0.0186788938583275,0.13569611873737022,0.16591832371178106,0.02390852390852391,0.32421875,0.33884297520661155,0.01809954751131222
True,Xayah,Marksman,,adc,0.22771252239697395,0.009571238822843092,0.3417831513888969,0.20781254501729512,0.16114730680788794,0.16069519533278356,0.29417879417879417,0.078125,0.11570247933884298,0.1809954751131221
True,Ryze,Mage,Fighter,mid,0.19964164841728047,0.6831867215540739,0.021975761202962518,0.3161192846042122,0.2037749982579611,0.12562998258957206,0.28482328482328484,0.140625,0.09090909090909093,0.05429864253393665
False,Janna,Support,Mage,sup,0.18372265480163144,0.08042465388711395,0.017559353244581404,0.026727704194866333,0.1220258030695751,175.0,0.021479713603818614,0.4432989690721649,0.3709677419354839,0.0
False,Taliyah,Mage,Support,jg,0.2256210604375232,0.4504925452609159,0.04659006567141743,0.4127187132352269,0.18710137752278885,0.07246031746031746,0.315035799522673,0.10309278350515463,0.12903225806451613,0.14285714285714285
False,Caitlyn,Marksman,,adc,0.17880978865406005,0.02286341853035144,0.4964439726040267,0.10573068471445378,0.2125404083059091,0.15452380952380956,0.2601431980906921,0.08247422680412371,0.1129032258064516,0.0
False,Camille,Fighter,Tank,jg,0.1661104931405265,0.00977768903088392,0.3351121299523671,0.07906152970730895,0.2546524157614236,0.2381746031746032,0.05966587112171836,0.25773195876288657,0.25806451612903225,0.8571428571428571
False,Swain,Mage,Fighter,top,0.2457360029662588,0.4364416932907349,0.10429447852760736,0.3757613681481441,0.22367999534030347,0.35984126984126985,0.3436754176610978,0.1134020618556701,0.12903225806451613,0.0
True,Varus,Marksman,Mage,adc,0.2206678324589891,0.1834371205612321,0.3306393431000905,0.2662826902959818,0.12876653229611856,0.0912442396313364,0.3590733590733591,0.08661417322834647,125.0,0.032786885245901634
True,Fiora,Fighter,Assassin,mid,0.18538179698559407,0.013093522114845242,0.25261371266050303,0.1609747092486616,0.2357731249915737,0.16810401579986833,0.21428571428571427,0.16535433070866146,0.15625,0.06557377049180327
True,Soraka,Support,Mage,sup,0.17819968357065535,0.10487598787216064,0.01978790039742612,0.05089163743769614,0.14969058821943296,0.4900921658986176,0.023166023166023158,0.3070866141732284,0.296875,0.0
True,Azir,Mage,Marksman,mid,0.18652677158797568,0.5782309543927915,0.045981325559962136,0.22926589132976435,0.16171652757742036,0.03739302172481896,0.3011583011583012,0.2047244094488189,0.171875,0.11475409836065575
True,Olaf,Fighter,Tank,jg,0.2292239153967857,0.12036241505897055,0.35097771828201824,0.2925850716878961,0.3240532269154544,0.2131665569453588,0.10231660231660232,0.2362204724409449,0.25,0.7868852459016393
False,Twisted Fate,Mage,,jg,0.20318367804495266,0.8369368941265919,0.02142608917950541,0.4346247176671117,0.2162593198038356,0.07146325671738428,0.26877470355731226,0.14388489208633093,0.15151515151515152,0.0
False,Kha'Zix,Assassin,Fighter,jg,0.18521943837228846,0.059399353735031364,0.27444487495456343,0.16261534715400053,0.2480496524593649,0.6120912916801554,0.007905138339920948,0.2158273381294964,0.2575757575757576,0.8958333333333334
False,Xayah,Marksman,,adc,0.258309511798666,0.00691408477475765,0.3458012614390311,0.18783638546730816,0.12184522148239706,0.1587083198446099,0.35968379446640314,0.17985611510791366,0.13636363636363635,0.0625
False,Rakan,Support,,sup,0.15786671150720252,0.09674966736361908,0.019285078031068627,0.0280527637136116,0.13594620097550605,0.15166720621560376,0.029644268774703563,0.3669064748201439,0.3333333333333333,0.0
False,Kled,Fighter,Tank,top,0.1954206602768903,0.0,0.3390426963958314,0.18687078599796805,0.2778996052788964,0.006069925542246682,0.3339920948616601,0.09352517985611512,0.12121212121212124,0.041666666666666664
True,Camille,Fighter,Tank,top,0.1982868232617279,0.004057637434671444,0.30627793446175033,0.19002409355350533,0.21270147636462144,0.08854478058113117,0.23283082077051925,0.0859375,0.07042253521126761,0.017857142857142856
True,Sion,Tank,Fighter,sup,0.15489973008543576,0.1293876170871621,0.07672738597037576,0.10222483398953988,0.25027089259108765,0.4243094583283511,0.07537688442211055,0.3359375,0.3661971830985916,0.0
True,Jax,Fighter,Assassin,jg,0.2106002810680586,0.16353346661050833,0.27455710582528103,0.2329764353293765,0.27324597047270754,0.4210809518115509,0.04187604690117253,0.234375,0.28169014084507044,0.8035714285714286
True,Ezreal,Marksman,Mage,adc,0.1993798657119276,0.08576208244597233,0.3136247801429016,0.20877945583827934,0.12679466341595558,0.03437761568815018,0.3132328308207705,0.1875,0.14084507042253522,0.03571428571428571
True,Azir,Mage,Marksman,mid,0.2368332998728501,0.6172591964216858,0.028812793599691213,0.2659951812892989,0.1369869971556278,0.03168719359081669,0.33668341708542715,0.15625,0.14084507042253522,0.14285714285714285
False,Sejuani,Tank,Fighter,jg,0.17539696490302925,0.2230816944576204,0.22486326323341688,0.18049363944657607,0.22451862440090808,0.3985219899062725,0.0156794425087108,0.2037037037037037,0.16666666666666666,0.7837837837837838
False,Ezreal,Marksman,Mage,adc,0.21714419640241395,0.04349983580837012,0.2929987048442552,0.13705838335270426,0.18215757168082064,0.10391131939437637,0.28919860627177696,0.14814814814814814,0.16666666666666666,0.009009009009009007
False,Azir,Mage,Marksman,mid,0.2246147536180934,0.6760681577699128,0.03660911454208325,0.2000191055421993,0.1538552089464391,0.0276676279740447,0.32578397212543553,0.1574074074074074,0.14814814814814814,0.11711711711711713
False,Camille,Fighter,Tank,top,0.25423331575555164,0.0070274017586747905,0.4248297196313931,0.2035755226161856,0.2258471369713277,0.16014780100937276,0.3118466898954704,0.12962962962962962,0.16666666666666666,0.07207207207207207
False,Alistar,Tank,Support,sup,0.1286107693209117,0.05032291020542197,0.0206991977488516,0.2788533490423347,0.2136214580005045,0.30975126171593365,0.05749128919860628,0.3611111111111111,0.35185185185185186,0.01801801801801801
True,Zac,Tank,Fighter,jg,0.19260660069426447,0.3590027114297645,0.11853934605716987,0.23573363394970376,0.34049655401478035,0.7200372714213612,0.025225225225225224,0.1559633027522936,0.16666666666666666,0.8064516129032258
True,Fiora,Fighter,Assassin,top,0.20019688099062224,0.0036760164920803897,0.30878520429930656,0.1654690096222171,0.2346093166154613,0.0628566991497457,0.24864864864864866,0.12844036697247707,0.16666666666666666,0.03225806451612903
True,Xayah,Marksman,,adc,0.2350396352520595,0.005646361331835479,0.5183018664254175,0.2824262305592212,0.11224777879265964,0.05835306906860273,0.3621621621621622,0.21100917431192664,0.16666666666666666,0.0967741935483871
True,Rakan,Support,,sup,0.16374799233200352,0.0443415813340705,0.0377654297507492,0.040978570398192034,0.10829527526363864,0.10214698916799317,0.016216216216216217,0.3761467889908257,0.31666666666666665,0.0
True,Galio,Tank,Mage,top,0.2084088907310502,0.587333329412249,0.01660815346735683,0.2753925554706659,0.2043510753134601,0.05660597119229724,0.3477477477477477,0.12844036697247707,0.18333333333333326,0.06451612903225806
False,Vayne,Marksman,Assassin,top,0.20159344014422376,0.002043550564843632,0.21045964531306552,0.16661638469479628,0.1718561856327294,0.06680304580065917,0.2689594356261023,0.16260162601626016,0.11904761904761905,0.08571428571428573
False,Varus,Marksman,Mage,adc,0.24951295397051554,0.8416613231989908,0.15111601775134995,0.2282298703196519,0.1361859160516213,0.14267530401181952,0.3236331569664903,0.14634146341463414,0.1349206349206349,0.09142857142857144
False,Gangplank,Fighter,,mid,0.26009711843214794,0.08535994119578988,0.4657106005290427,0.4472573541312139,0.2359436755393747,0.3103307193999318,0.3236331569664903,0.2073170731707317,0.21428571428571427,0.11428571428571427
False,Kha'Zix,Assassin,Fighter,jg,0.15579657468523742,0.03242572579930457,0.1564440946641502,0.11743668792651288,0.2497981329064612,0.2911239913626548,0.022045855379188708,0.1869918699186992,0.18253968253968253,0.6971428571428572
False,Nunu,Support,Fighter,sup,0.13299991276787532,0.0385094592410712,0.01626964174239167,0.040459702927824935,0.20621608986981346,0.18906693942493466,0.061728395061728385,0.2967479674796748,0.3492063492063492,0.011428571428571429
True,Ryze,Mage,Fighter,mid,0.20958364472367536,0.465775175964993,0.02592198930394036,0.3647887144898875,0.2405816771691711,0.13846946331412385,0.2928647497337593,0.1839464882943144,0.15789473684210525,0.13278008298755187
True,Skarner,Fighter,Tank,jg,0.17972817206480296,0.11433074566083545,0.21863100993548293,0.14272599985835002,0.2985845855550169,0.290460706352017,0.04685835995740149,0.24414715719063546,0.1973684210526316,0.5767634854771784
True,Janna,Support,Mage,top,0.150214701001938,0.04136817064933285,0.009328461163802308,0.02454177131514765,0.09837130392632087,0.4268375132803194,0.026624068157614485,0.3377926421404682,0.4013157894736841,0.0
True,Ezreal,Marksman,Mage,top,0.271599934133026,0.09229278225372244,0.6958676932452632,0.3109135880490981,0.13429956374212312,0.08702231093654422,0.3929712460063898,0.14381270903010032,0.11842105263157895,0.1908713692946058
True,Rumble,Fighter,Mage,top,0.18887354807655768,0.2862331254711163,0.0502508463515112,0.15702992628751686,0.2281628696073679,0.05721000611699559,0.2406815761448349,0.0903010033444816,125.0,0.0995850622406639
